,latitude,d_airport,longitude,id,icao_24bit,heading,altitude,ground_speed,squawk,aircraft_code,registration,time,origin_airport_iata,destination_airport_iata,flight_no,airline_iata,on_ground,vertical_speed,callsign,airline_icao
650,56.7,0.0,22.06,347ae904,7810C4,265,36025,399,,B763,B-1589,1711217825,KGF,LGG,O37429,O3,0,0,CSS7429,CSS
658,41.27,6045.110013846848,2.08,347b0641,501C2F,57,36025,498,,A319,9A-MUC,1711217826,LPA,DRS,SR3469,SR,0,64,SDR36NB,BER
681,53.4,0.0,42.73,347a4981,151D76,288,36000,396,,B763,RA-73078,1711217819,HKT,VKO,ZF4106,ZF,0,-64,AZV4106,AZV
684,40.21,0.0,41.13,347b395e,683298,272,36000,428,,B738,UP-B3732,1711217825,AKX,IST,DV495,DV,0,64,VSV495,VSV
688,63.05,0.0,20.12,347b855c,511066,197,36000,450,,CRJ9,ES-ACD,1711217825,LLA,ARN,SK7,SK,0,0,SAS007,NDA
694,40.41,0.0,17.3,347b37e6,4CA961,309,36000,420,,B38M,EI-RZC,1711217824,SSH,MXP,NO4529,NO,0,0,NOS4529,NOS
695,48.26,1012.046785570587,15.6,3479f758,885178,292,36000,442,,B77W,HS-TKX,1711217824,BKK,LHR,TG916,TG,0,0,THA916,THA
698,50.27,0.0,11.51,347a1c11,89900D,289,36000,451,,B77W,B-16739,1711217826,BKK,LHR,BR67,BR,0,0,EVA067,EVA
699,48.14,0.0,13.13,347b73b1,45203C,319,36000,414,,B733,LZ-BVL,1711217824,PRN,FMO,IV640,IV,0,0,GPX640,BVL
700,49.27,0.0,11.9,347a26ec,780204,293,36000,455,,B77W,B-KPD,1711217825,HKG,LHR,CX253,CX,0,64,CPA253,CPA
702,46.28,0.0,20.88,347a1f0d,39B221,299,36000,462,,B77L,F-HMRB,1711217825,HKG,CDG,2C611,2C,0,-64,CMA611,CMA
703,53.68,1830.871332594668,7.54,347a113c,781284,235,36000,448,,A333,B-1017,1711217824,SZX,LHR,ZH9067,ZH,0,0,CSZ9067,CSZ
714,49.51,380.3139788916226,8.16,347b2bf0,39A205,279,36000,443,,B738,F-HIQF,1711217823,IST,CDG,FX4713,FX,0,-64,FDX4713,ABR
734,54.19,1247.929496844419,-4.39,347b84e2,4007DB,305,36000,350,,E145,G-SAJJ,1711217822,LHR,LDY,LM656,LM,0,0,LOG4RU,LOG
752,46.49,1863.5977030510674,-12.68,347b50e3,0C802E,213,36000,506,,A343,PZ-TCW,1711217827,AMS,PBM,PY993,PY,0,0,SLM993,SLM
769,47.3,0.0,4.24,347b613d,406CA3,332,36000,386,,A320,G-POWK,1711217826,CMF,LGW,ZT448,ZT,0,-64,AWC448,AWC
801,41.5,0.0,45.16,347b0e7a,780A7B,276,36000,426,,A332,B-LNV,1711217825,ALA,IST,RH9489,RH,0,0,HKC9489,HKC
805,49.65,660.6589928826661,11.46,347afe78,486648,312,36000,433,,B39M,PH-CDP,1711217825,HRG,AMS,CD620,CD,0,0,CND620,CND
879,46.51,0.0,20.7,347b7ca2,504E72,265,35975,406,,A320,ER-00008,1711217824,RMO,LIS,5F811,5F,0,0,FIA811,FIA
900,35.31,1565.9994694406737,32.07,347b906e,46D0A3,287,35575,412,,A20N,SX-TEC,1711217824,LCA,ATH,GQ603,GQ,0,1344,SEH4TC,SEH
906,40.42,0.0,31.14,347b4e91,734844,122,35050,435,,A310,EP-RBD,1711217825,IKA,IST,MRJ4806,MR,0,0,MRJ4806,MRJ
908,36.08,0.0,27.75,347b88c0,738444,124,35050,463,,A21N,4X-AGK,1711217824,ATH,TLV,IZ212,IZ,0,0,AIZ212,AIZ
919,35.58,204.07445689723568,16.54,347b7f02,717CCC,98,35025,489,,A20N,HZ-NS47,1711217824,CZL,MED,XY666,XY,0,0,KNE666,KNE
924,39.12,368.3104023444915,37.33,347b58ce,4BB165,105,35025,510,,B77W,TC-LKE,1711217820,IST,BOM,6E18,6E,0,-64,IGO018,IGO
926,44.19,0.0,45.98,347b474a,155BF6,73,35025,466,,SU95,RA-89078,1711217826,AYT,DME,IO1802,IO,0,128,IAE1802,IAE
946,42.36,950.7603525422778,29.64,347b28bb,47B12E,130,35000,482,,B789,LN-FNC,1711217827,OSL,BKK,N091,N0,0,0,NBT091,NBT
950,44.02,0.0,44.16,347b8419,151F16,93,35000,450,,B738,RA-73494,1711217826,AER,SGC,UT512,UT,0,0,UTA512,UTA
985,36.44,0.0,7.36,347b18b7,05E057,92,35000,514,,B38M,5T-CLJ,1711217826,NKC,TUN,L6116,L6,0,0,MAI116,MAI
1005,38.54,1661.824105563106,-4.64,347b491b,4D00F4,189,35000,395,,B738,LX-LBA,1711217824,LUX,AGP,LG661,LG,0,-64,LGL661,LGL
1016,44.22,5980.770464071464,27.46,347b6085,424502,117,35000,446,,B738,VQ-BHE,1711217824,MUC,DYU,SZ122,SZ,0,0,SMR122,SMR
1021,40.06,0.0,11.23,347b6322,0101A7,114,35000,499,,A320,SU-BQK,1711217825,NTE,LXR,NP7156,NP,0,0,NIA7156,NIA
1024,44.32,0.0,21.8,347b73ae,507C8F,144,35000,452,,B763,UK67010,1711217825,OSR,TAS,C67600,C6,0,0,MFX7600,MFX
1034,37.06,0.0,-4.31,347b738e,346107,278,35000,408,,B738,EC-NAB,1711217826,MAH,SVQ,LAV5524,LA,0,-64,LAV5524,LAV
1038,35.24,1349.106686849892,-7.66,347b3193,347648,234,35000,407,,E295,EC-OEP,1711217824,FLR,LPA,NT3073,NT,0,0,IBB1ZF,IBB
1068,39.12,496.9178530375994,-1.18,347b5996,096028,243,34975,386,,B38M,D4-CCJ,1711217824,BGY,SID,VR631,VR,0,0,TCV631,TCV
1071,44.07,0.0,50.05,347b6cce,151FDB,33,34975,468,,A320,RA-73691,1711217824,AER,TJM,YC886,YC,0,0,LLM886,LLM
1121,56.85,0.0,35.11,347aef70,507C70,306,34025,368,,A21N,UK32105,1711217819,TAS,LED,HY631,HY,0,64,UZB631,UZB
1125,46.7,0.0,4.67,347b4a9b,4D22AB,333,34025,381,,A20N,9H-NED,1711217825,MLA,LHR,KM102,KM,0,64,AMC102,AMC
1139,40.07,217.1832696379343,34.67,347b0875,150694,278,34000,435,,CRJ2,RA-67220,1711217824,DWC,,RFE9005,RF,0,64,RFE9005,PLG
1154,51.39,0.0,2.28,347aa1ee,4A1A61,287,34000,443,,B744,YR-FSA,1711217824,SHJ,BHX,NJ3319,NJ,0,64,RCR3319,RCR
1161,45.03,262.48040859343075,20.39,347ae599,4D0115,292,34000,476,,B744,LX-ECV,1711217823,DWC,LUX,CV7205,CV,0,-64,CLX7XM,CLX
1171,52.51,0.0,42.12,347aad9e,155C37,350,34000,408,,SU95,RA-89143,1711217823,TLV,AER,WZ16,WZ,0,64,RWZ016,RWZ
1184,41.8,0.0,-5.55,347b4212,503CC0,23,34000,433,,B738,LY-LOC,1711217826,TFS,HAM,DI6449,DI,0,-64,MBU6449,KLJ
1212,39.54,0.0,-0.38,347b81fa,4D2357,30,34000,459,,A320,9H-GTS,1711217825,XRY,BCN,VY2287,VY,0,0,VLG43BT,IAN
1232,41.15,1787.6448738290353,45.87,347a7813,600865,107,33975,431,,IL76,4K-AZ101,1711217826,LPA,GYD,ZP2123,ZP,0,320,AZQ2123,AZQ
1241,47.09,0.0,26.97,347b90de,504E61,273,33500,439,,A319,ER-SKY,1711217826,RMO,BGY,H4483,H4,0,1408,HYS483,HYM
1264,35.76,494.2804100783259,-11.54,347b80b3,45209C,207,33025,466,,A320,LZ-MDI,1711217813,LIS,RAI,VR607,VR,0,-64,TCV607,USW
1269,57.05,382.5097550981319,9.84,347b64cb,7807D6,58,33000,496,,A332,B-6538,1711217826,LHR,PVG,MU534,MU,0,0,CES534,CES
1274,45.7,0.0,23.35,347b3d7f,706056,118,33000,494,,B77W,9K-AOC,1711217825,LHR,KWI,KU102,KU,0,0,KAC102,KAC
1277,66.01,0.0,33.81,347b94fc,14232E,164,33000,454,,F900,RA-09006,1711217822,KVK,,4G9624,4G,0,0,GZP9624,GZP
1288,55.08,0.0,-15.81,347af282,AA57DF,293,33000,384,,B772,N766AN,1711217823,LHR,CLT,AA731,AA,0,0,AAL731,AAL
1294,47.34,6738.741909258432,12.81,347a79b0,A8320E,128,33000,506,,B748,N627UP,1711217823,SDF,DXB,5X76,5X,0,-64,UPS76,UPS
1296,37.19,378.87478235995485,27.09,347b369e,5084D2,136,33000,448,,B753,UR-SLB,1711217824,WAW,RMF,QU2247,QU,0,-64,UTN2247,UTN
1312,42.74,883.5522991537792,30.62,347b3350,899105,111,33000,454,,B744,B-18719,1711217818,AMS,BOM,CI5686,CI,0,0,CAL5686,CAL
1317,38.32,0.0,-2.09,347b8a43,347187,42,33000,467,,C25C,EC-NQS,1711217826,AGP,VLC,ORO1043,OR,0,-960,ORO1043,ORO
1325,40.22,1345.841065148976,32.61,347b8c7c,73502E,97,32975,418,,MD83,EP-TAN,1711217824,IST,,I36602,I3,0,-64,TBZ6602,TBZ
1347,48.08,0.0,13.79,347b7bf7,451DBA,320,32425,448,,A320,LZ-LAA,1711217824,PRN,NUE,IV676,IV,0,-1920,GPX676,BUC
1401,47.99,0.0,15.03,347ab59a,70C126,274,31200,405,,A21N,A4O-OXA,1711217826,MCT,MUC,OV995,OV,0,-896,OMS995,OMS
1409,43.58,0.0,17.44,347b54be,4B1939,122,31025,415,,A319,HB-JOJ,1711217826,ZRH,OHD,GM638,GM,0,-128,GSW638,GSW
1412,43.8,744.7232008571798,19.15,347b608c,867FAC,105,31000,498,,B77W,JA733J,1711217824,CDG,HND,JL46,JL,0,128,JAL46,JAL
1426,55.94,0.0,14.89,347b7c94,781A4B,63,31000,518,,B77L,B-220F,1711217822,AMS,PVG,CK206,CK,0,0,CKK206,CKK
1430,48.48,1058.4551499440101,2.6,347b8723,3E37AE,143,31000,490,,C25A,D-IMHA,1711217822,LTN,GVA,,,0,0,ELG52A,ELG
1456,41.77,570.7330750997635,0.22,347b8c30,344445,107,30000,498,,A320,EC-LZD,1711217826,VLL,PMI,E91122,E9,0,64,EVE1122,EVE
1459,34.5,391.5784693875022,50.44,347b9665,732E02,193,29975,415,,B735,EP-KPB,1711217819,THR,,RV6970,RV,0,0,CPN6970,CPN
1474,41.08,0.0,9.68,347b94ce,4D253D,61,29125,502,,B738,9H-MAB,1711217824,AHO,LIN,XZ2524,XZ,0,1472,AEZ282A,AEZ
1499,45.51,5921.853392343845,11.48,347b83cb,488D78,348,28350,262,,C525,SP-DLV,1711217826,BLQ,FRA,,,0,448,BNI5V,BNI
0,35.86,2450.509988645031,-7.42,347b797a,494117,219,43000,360,,E55P,CS-PHW,1711218725,MAD,TFS,,,0,0,NJE863N,NJE
3,38.65,1135.7079559571634,-1.6,347b8006,49D526,75,43000,488,,C680,OK-OSK,1711218723,FAO,NCE,BOH113,BO,0,-192,BOH113,BOH
4,41.35,0.0,-3.17,347b59fc,407E4C,6,43000,417,,E55P,G-NHHG,1711218724,AGP,SEN,,,0,0,VCG2HG,VCG
5,35.89,3263.63999475188,44.0,347b6004,06A1D2,336,43000,484,,GLF6,A7-CGN,1711218724,DIA,LIN,QE985,QE,0,0,QQE985,QQE
8,47.33,511.59480371437076,11.76,347b6d21,4D2372,112,41000,491,,A332,9H-TQP,1711218725,STN,ISB,,,0,64,HFM640P,HFY
10,44.43,0.0,14.75,347b1a2b,A0BE20,129,41000,517,,GLEX,N147QS,1711218724,LTN,DWC,,,0,-64,N147QS,EJA
42,40.74,453.780724582392,18.24,347a1bba,71C362,281,40000,454,,A359,HL8362,1711218725,ICN,FCO,OZ561,OZ,0,0,AAR561,AAR
47,49.11,328.95557155348564,11.85,347a3263,770590,295,40000,456,,A333,4R-ALP,1711218726,CMB,LHR,UL503,UL,0,0,ALK503,ALK
49,45.27,384.83166737573845,-0.88,347b7444,4068F0,26,40000,407,,E55P,G-JAGA,1711218724,XRY,LBG,,,0,0,LNX23JG,LNX
59,56.88,0.0,-12.94,347b2104,4CC546,344,39025,399,,A21N,TF-PLB,1711218725,AGP,KEF,,,0,0,FPY43M,FPY
104,39.26,0.0,39.21,347b0480,89649D,116,39000,514,,A388,A6-API,1711218725,LHR,AUH,EY20,EY,0,64,ETD71M,ETD
108,46.89,0.0,9.64,347b784b,04C11C,145,39000,508,,B788,5Y-KZF,1711218724,LHR,NBO,KQ101,KQ,0,0,KQA101,KQA
122,60.05,6439.373703861774,2.55,347b8902,45C86A,128,39000,468,,A320,OY-RCJ,1711218724,FAE,CPH,RC454,RC,0,0,FLI454,FLI
124,49.02,0.0,11.6,347a0e38,76CD43,287,39000,467,,A359,9V-SJC,1711218726,SIN,CDG,SQ332,SQ,0,64,SIA332,SIA
172,43.83,0.0,15.74,347b24c9,4B028C,310,38000,419,,E290,HB-AZC,1711218723,HRG,ZRH,2L719,2L,0,-128,OAW719,OAW
186,50.08,0.0,11.18,347b9689,4D2093,305,38000,432,,E35L,9H-JPC,1711218724,SZG,RTM,,,0,64,AXY687Y,AXY
188,48.38,0.0,-11.53,347b701d,AAC33E,241,38000,464,,B788,N793AV,1711218723,LHR,BOG,,,0,0,AVA121D,AVA
193,51.09,1490.751676759133,43.24,347b7026,155C2F,327,38000,390,,SU95,RA-89135,1711218727,MRV,CEE,D294,D2,0,64,SSF94,SSF
199,57.61,0.0,-14.91,347b49c3,C023C8,280,38000,432,,B789,C-FNOH,1711218719,FRA,YYZ,AC843,AC,0,0,ACA843,ACA
207,47.16,0.0,24.4,347b90de,504E61,271,38000,417,,A319,ER-SKY,1711218723,RMO,BGY,H4483,H4,0,0,HYS483,HYM
240,52.33,672.9026221412865,-12.45,347b6225,39CE24,294,38000,378,,A359,F-HTRE,1711218722,ORY,EWR,BF720,BF,0,0,FBU72J,FWI
241,38.58,0.0,11.38,347b8729,4D2304,312,38000,378,,B38M,9H-VUF,1711218725,MLA,TLS,FR3044,FR,0,0,RYR46VD,MAY
315,56.08,0.0,-0.88,347b5c97,485D61,136,37025,493,,E145,PH-DWA,1711218726,KEF,LGG,AGR1943,AG,0,-64,AGR1943,AGR
323,41.84,0.0,24.83,347b82a7,501024,90,37025,418,,A320,ZA-MMK,1711218726,TIA,IST,ZB1003,ZB,0,0,ABN1003,ABN
338,34.52,0.0,30.46,347b1464,4D2475,121,37000,472,,B738,9H-KAR,1711218726,FCO,TLV,BZ131,BZ,0,0,BBG131,BBG
372,41.89,7508.7393761851445,37.97,347b24fc,600B22,91,37000,486,,B744,4K-BCH,1711218720,LGG,GYD,7L752,7L,0,0,AZG752,AZG
393,33.97,0.0,45.2,347b980f,5140B0,176,37000,420,,B738,4L-TIG,1711218725,ISU,,7L9086,7L,0,0,AZG9086,IGT
436,47.95,0.0,22.36,347b6d84,4D24B6,99,37000,468,,B738,9H-SAU,1711218726,DUS,RMO,5F686,5F,0,64,FIA686,SQP
443,43.97,0.0,46.79,347b8419,151F16,91,37000,461,,B738,RA-73494,1711218726,AER,SGC,UT512,UT,0,0,UTA512,UTA
488,45.98,1413.9795611814748,15.05,347a79b0,A8320E,134,37000,476,,B748,N627UP,1711218724,SDF,DXB,5X76,5X,0,-64,UPS76,UPS
519,40.48,0.0,31.02,347b7d82,717CB8,122,37000,430,,A20N,HZ-FBA,1711218724,IST,RUH,F3574,F3,0,-64,FAD574,FAD
545,36.85,0.0,48.01,347b6ca7,4B990D,104,36975,517,,A320,TC-FHM,1711218724,GZP,IKA,FH941,FH,0,128,FHY941,FHY
573,48.19,1242.9501936003242,11.53,347b6fac,501D1D,124,36950,506,,A319,9A-CTH,1711218724,LHR,ZAG,OU491,OU,0,0,CTN82W,CTN
587,50.88,0.0,8.69,347a1c11,89900D,287,36025,462,,B77W,B-16739,1711218724,BKK,LHR,BR67,BR,0,0,EVA067,EVA
603,46.34,0.0,18.34,347b7ca2,504E72,263,36025,394,,A320,ER-00008,1711218724,RMO,LIS,5F811,5F,0,64,FIA811,FIA
632,40.27,0.0,38.83,347b395e,683298,271,36000,428,,B738,UP-B3732,1711218724,AKX,IST,DV495,DV,0,0,VSV495,VSV
634,49.83,1768.4800142132378,12.27,347b73b1,45203C,340,36000,431,,B733,LZ-BVL,1711218720,PRN,FMO,IV640,IV,0,0,GPX640,BVL
654,52.43,0.0,-11.11,347b728c,AA5428,273,36000,378,,B772,N765AN,1711218724,LHR,JFK,AA107,AA,0,0,AAL107,AAL
673,41.51,1634.3358319809959,15.51,347b37e6,4CA961,308,36000,410,,B38M,EI-RZC,1711218725,SSH,MXP,NO4529,NO,0,0,NOS4529,NOS
722,44.67,0.0,-14.3,347b50e3,0C802E,212,36000,513,,A343,PZ-TCW,1711218723,AMS,PBM,PY993,PY,0,0,SLM993,SLM
724,52.59,0.0,4.97,347a113c,781284,233,36000,458,,A333,B-1017,1711218726,SZX,LHR,ZH9067,ZH,0,0,CSZ9067,CSZ
727,41.67,0.0,42.74,347b0e7a,780A7B,263,36000,436,,A332,B-LNV,1711218724,ALA,IST,RH9489,RH,0,0,HKC9489,HKC
734,49.99,202.61302400606294,9.25,347a26ec,780204,291,36000,454,,B77W,B-KPD,1711218724,HKG,LHR,CX253,CX,0,0,CPA253,CPA
740,47.13,0.0,18.44,347a1f0d,39B221,295,36000,455,,B77L,F-HMRB,1711218724,HKG,CDG,2C611,2C,0,64,CMA611,CMA
755,48.96,0.0,13.0,3479f758,885178,294,36000,463,,B77W,HS-TKX,1711218724,BKK,LHR,TG916,TG,0,0,THA916,THA
771,61.27,1566.552279618324,19.02,347b855c,511066,192,36000,442,,CRJ9,ES-ACD,1711218726,LLA,ARN,SK7,SK,0,64,SAS007,NDA
800,56.54,0.0,19.05,347ae904,7810C4,263,36000,416,,B763,B-1589,1711218718,KGF,LGG,O37429,O3,0,0,CSS7429,CSS
810,41.95,0.0,4.66,347b0641,501C2F,49,35975,484,,A319,9A-MUC,1711218726,LPA,DRS,SR3469,SR,0,-64,SDR36NB,BER
816,34.05,0.0,28.11,347b7b37,4520D0,334,35975,450,,A320,LZ-FBI,1711218724,HRG,SOF,8H3004,8H,0,-64,BGH3004,LZB
824,35.83,0.0,30.03,347b906e,46D0A3,288,35975,428,,A20N,SX-TEC,1711218724,LCA,ATH,GQ603,GQ,0,0,SEH4TC,SEH
840,48.77,5479.69543922724,3.06,347b613d,406CA3,330,35975,410,,A320,G-POWK,1711218724,CMF,LGW,ZT448,ZT,0,64,AWC448,AWC
888,35.27,0.0,18.94,347b7f02,717CCC,99,35025,472,,A20N,HZ-NS47,1711218723,CZL,MED,XY666,XY,0,0,KNE666,KNE
889,39.9,814.2059201020218,33.41,347b4e91,734844,110,35025,466,,A310,EP-RBD,1711218720,IKA,IST,MRJ4806,MR,0,0,MRJ4806,MRJ
895,50.85,1576.8761349803856,9.34,347afe78,486648,310,35025,439,,B39M,PH-CDP,1711218725,HRG,AMS,CD620,CD,0,128,CND620,CND
897,39.19,0.0,13.63,347b6322,0101A7,115,35025,490,,A320,SU-BQK,1711218724,NTE,LXR,NP7156,NP,0,0,NIA7156,NIA
903,38.54,0.0,39.91,347b58ce,4BB165,106,35000,513,,B77W,TC-LKE,1711218719,IST,BOM,6E18,6E,0,0,IGO018,IGO
922,43.25,1365.7106322631018,29.66,347b6085,424502,126,35000,449,,B738,VQ-BHE,1711218726,MUC,DYU,SZ122,SZ,0,0,SMR122,SMR
929,45.23,5845.328803920593,47.59,347b474a,155BF6,359,35000,450,,SU95,RA-89078,1711218725,AYT,DME,IO1802,IO,0,-128,IAE1802,IAE
933,34.96,613.2898280752739,29.67,347b88c0,738444,121,35000,466,,A21N,4X-AGK,1711218724,ATH,TLV,IZ212,IZ,0,0,AIZ212,AIZ
951,43.08,0.0,23.72,347b73ae,507C8F,123,35000,455,,B763,UK67010,1711218726,OSR,TAS,C67600,C6,0,0,MFX7600,MFX
957,34.22,0.0,-9.37,347b3193,347648,233,35000,426,,E295,EC-OEP,1711218726,FLR,LPA,NT3073,NT,0,64,IBB1ZF,IBB
1025,38.39,0.0,-3.05,347b5996,096028,242,34975,397,,B38M,D4-CCJ,1711218726,BGY,SID,VR631,VR,0,0,TCV631,TCV
1028,41.82,1368.0264147690216,31.97,347b28bb,47B12E,107,34975,452,,B789,LN-FNC,1711218720,OSL,BKK,N091,N0,0,0,NBT091,NBT
1039,45.67,0.0,51.6,347b6cce,151FDB,34,34975,456,,A320,RA-73691,1711218726,AER,TJM,YC886,YC,0,0,LLM886,LLM
1073,58.24,866.3001991419189,33.21,347aef70,507C70,320,34025,386,,A21N,UK32105,1711218721,TAS,LED,HY631,HY,0,-128,UZB631,UZB
1077,35.64,0.0,28.07,347b2ae8,A95C2F,312,34025,469,,B744,N702CA,1711218725,,,,,0,0,CMB559,NCR
1080,53.66,298.2185073333383,40.17,347aad9e,155C37,318,34025,375,,SU95,RA-89143,1711218723,TLV,AER,WZ16,WZ,0,64,RWZ016,RWZ
1089,42.9,0.0,9.87,347b94ce,4D253D,2,34025,432,,B738,9H-MAB,1711218724,AHO,LIN,XZ2524,XZ,0,0,AEZ282A,AEZ
1090,47.31,0.0,8.99,347b124c,511170,73,34025,504,,A20N,ES-MBA,1711218724,TFS,MUC,DI6585,DI,0,-64,MBU6585,MBU
1091,43.45,0.0,-4.54,347b4212,503CC0,24,34000,434,,B738,LY-LOC,1711218724,TFS,HAM,DI6449,DI,0,-64,MBU6449,KLJ
1095,54.16,0.0,6.22,347b8dfd,3C6D43,193,34000,460,,E190,D-AKJC,1711218725,KRS,AMS,KL1248,KL,0,0,KLM56D,GER
1112,46.72,1527.9719725660684,11.07,347b83cb,488D78,358,34000,368,,C525,SP-DLV,1711218726,BLQ,FRA,,,0,-64,BNI5V,BNI
1115,45.76,0.0,17.81,347ae599,4D0115,290,34000,473,,B744,LX-ECV,1711218725,DWC,LUX,CV7205,CV,0,-64,CLX7XM,CLX
1121,51.41,434.13559525125004,43.11,347b70b8,151FB9,326,34000,408,,B738,RA-73657,1711218727,MCX,SVO,5N208,5N,0,0,AUL208,AUL
1153,40.43,0.0,32.38,347b0875,150694,289,34000,439,,CRJ2,RA-67220,1711218727,DWC,,RFE9005,RF,0,0,RFE9005,PLG
1164,48.12,0.0,3.59,347b4a9b,4D22AB,331,34000,394,,A20N,9H-NED,1711218725,MLA,LHR,KM102,KM,0,0,AMC102,AMC
1182,37.39,0.0,-6.25,347b94e7,3CE690,74,33975,424,,PC24,D-COPS,1711218725,FAO,VLC,PTN152,PT,0,-64,PTN152,PTN
1193,55.99,0.0,46.37,347b8acb,151E37,292,33950,378,,A321,RA-73271,1711218724,KZN,LED,N4248,N4,0,0,NWS248,NWS
1201,54.0,0.0,39.83,347a4981,151D76,289,33200,378,,B763,RA-73078,1711218727,HKT,VKO,ZF4106,ZF,0,-1344,AZV4106,AZV
1224,34.01,0.0,-12.62,347b80b3,45209C,206,33000,465,,A320,LZ-MDI,1711218727,LIS,RAI,VR607,VR,0,64,TCV607,USW
1239,58.18,1628.957513365293,13.06,347b64cb,7807D6,58,33000,491,,A332,B-6538,1711218725,LHR,PVG,MU534,MU,0,0,CES534,CES
1253,35.75,0.0,28.63,347b369e,5084D2,143,33000,448,,B753,UR-SLB,1711218726,WAW,RMF,QU2247,QU,0,0,UTN2247,UTN
1261,64.19,1741.8445455381398,35.05,347b94fc,14232E,162,33000,455,,F900,RA-09006,1711218726,KVK,,4G9624,4G,0,0,GZP9624,GZP
1264,44.61,2595.6141695610645,25.78,347b3d7f,706056,127,33000,489,,B77W,9K-AOC,1711218725,LHR,KWI,KU102,KU,0,0,KAC102,KAC
1275,57.91,0.0,12.53,347b91ab,738C0A,157,33000,464,,B763,4X-IAJ,1711218724,OSL,TLV,5C602,5C,0,0,ICL602,CHG
1285,39.99,1329.8306871384582,34.52,347b8c7c,73502E,99,33000,443,,MD83,EP-TAN,1711218723,IST,,I36602,I3,0,-64,TBZ6602,TBZ
1291,42.53,0.0,32.52,347b3350,899105,98,32975,438,,B744,B-18719,1711218723,AMS,BOM,CI5686,CI,0,0,CAL5686,CAL
1297,51.59,0.0,2.37,347a66a4,80158C,288,32925,424,,B789,VT-TSP,1711218726,DEL,LHR,UK17,UK,0,-1472,VTI017,VTI
1309,49.58,0.0,5.45,347b2bf0,39A205,269,32325,414,,B738,F-HIQF,1711218725,IST,CDG,FX4713,FX,0,-1984,FDX4713,ABR
1339,40.05,0.0,42.44,347b8c38,4B820F,261,31975,358,,A400,15-0051,1711218724,IGD,SAW,,,0,320,ESEN12,HVK
1354,51.4,0.0,2.13,347b7abe,43F703,298,31225,388,,E55P,2-TIJL,1711218726,ACH,FAB,,,0,-2432,ORT05D,ORT
1364,42.56,8801.34171105245,19.33,347b54be,4B1939,134,31000,412,,A319,HB-JOJ,1711218725,ZRH,OHD,GM638,GM,0,-64,GSW638,GSW
1369,50.6,0.0,5.59,347b8bba,4CAC13,103,31000,488,,A21N,EI-KGD,1711218725,LHR,SCO,KC664,KC,0,0,KZR664,KZR
1371,56.83,189.48210622256113,18.44,347b7c94,781A4B,66,31000,527,,B77L,B-220F,1711218722,AMS,PVG,CK206,CK,0,-64,CKK206,CKK
1374,43.18,0.0,21.93,347b608c,867FAC,107,31000,505,,B77W,JA733J,1711218726,CDG,HND,JL46,JL,0,0,JAL46,JAL
1377,49.49,3279.177855088458,14.02,347b8550,71BE23,108,31000,517,,B748,HL7623,1711218724,FRA,ICN,KE530,KE,0,0,KAL530,KAL
1412,42.69,9370.528723350553,-0.33,347b9101,4CAC28,43,30000,457,,CRJX,EI-HBC,1711218724,MAD,LYS,IB3734,IB,0,0,IBS3734,HBN
1419,53.6,208.26439466573777,50.92,347b0fd7,152C98,258,29950,395,,IL76,RA-76952,1711218724,URC,,VI2482,VI,0,0,VDA2482,VDA
1426,46.95,8157.807679659733,4.6,347b8723,3E37AE,125,29625,507,,C25A,D-IMHA,1711218724,LTN,GVA,,,0,-2496,ELG52A,ELG
1447,34.44,0.0,51.97,347b705e,7324B1,336,28775,430,,A319,EP-IEQ,1711218720,GSM,THR,IR3515,IR,0,-3328,IRA3515,IRA
1460,54.11,0.0,38.84,347afa46,151F37,323,28125,414,,GLEX,RA-73527,1711218727,AZI,VKO,RSJ9627,RS,0,0,RSJ9627,RSJ
1465,38.78,0.0,-3.6,347b9230,4911F3,12,28000,419,,C25B,CS-DOS,1711218724,AGP,MAD,VVV371,VV,0,0,VVV371,VVV
1471,40.57,5749.874828552078,48.16,347a7813,600865,109,27900,432,,IL76,4K-AZ101,1711218726,LPA,GYD,ZP2123,ZP,0,-1664,AZQ2123,AZQ
1481,40.74,0.0,2.46,347b8c30,344445,160,27250,482,,A320,EC-LZD,1711218725,VLL,PMI,E91122,E9,0,-2432,EVE1122,EVE
1,43.04,2212.8684917463515,-2.89,347b59fc,407E4C,7,43000,401,,E55P,G-NHHG,1711219629,AGP,SEN,,,0,0,VCG2HG,VCG
2,34.65,457.10323881204266,-8.6,347b797a,494117,218,43000,379,,E55P,CS-PHW,1711219630,MAD,TFS,,,0,0,NJE863N,NJE
3,37.34,925.1407226130651,43.24,347b6004,06A1D2,337,43000,491,,GLF6,A7-CGN,1711219587,DIA,LIN,QE985,QE,0,0,QQE985,QQE
6,39.99,1367.2792348589142,0.32,347b8006,49D526,45,43000,471,,C680,OK-OSK,1711219629,FAO,NCE,BOH113,BO,0,192,BOH113,BOH
17,45.07,2270.5441997225066,47.59,347b6710,150640,356,41000,477,,GL5T,RA-67136,1711219627,IST,VKO,RSJ7136,RS,0,-64,RSJ7136,RSJ
23,43.06,0.0,16.95,347b1a2b,A0BE20,131,40975,486,,GLEX,N147QS,1711219628,LTN,DWC,,,0,-128,N147QS,EJA
24,46.52,733.2774275741747,14.54,347b6d21,4D2372,114,40975,497,,A332,9H-TQP,1711219630,STN,ISB,,,0,0,HFM640P,HFY
